"codi_via","codi_carrer_ine","tipus_via","nom_curt","nom_oficial","nre_min","nre_max"
"314600","03531","Camí","Camí Vell de Santa","Camí Vell de Santa Creu d'Olorda a Vallvidrera","0001","0022"
"061800","00689","C","Cap de Guaita","Carrer del Cap de Guaita","0006","0019"
"054600","00599","C","Calaf","Carrer de Calaf","0001","0054"
"183909","02083","C","Lledó","Carrer de Lledó","0001","0017"
"171003","01948","C","Jovellanos","Carrer de Jovellanos","0001","0009"
"366807","04133","C","Vistalegre","Carrer de Vistalegre","0001","0028"
"274006","03107","C","Ramelleres","Carrer de les Ramelleres","0001","0032"
"211006","02385","C","Miquel Boera","Carrer de Miquel Boera","0001","0020"
"082300","00930","C","Coïmbra","Carrer de Coïmbra","0001","0053"
"290206","03279","Pl","Pl Rovira i Trias","Plaça de Rovira i Trias","0001","0011"
"092600","01035","C","Corts","Carrer de les Corts","0001","0046"
"122507","01411","Pl","Pl Fènix","Plaça del Fènix","0001","0013"
"203303","02304","C","Masquefa","Carrer de Masquefa","0001","0010"
"005106","00051","C","Albacete","Carrer d'Albacete","0001","0012"
"209503","02368","C","Mercedes","Carrer de Mercedes","0001","0022"
"111409","01266","C","Escala","Carrer de l'Escala","0006","0023"
"275257","03121","Pl","Pl Ramon Riera","Plaça de Ramon Riera","0001","0003"
"701112","05438","Pl","Pl André Malraux","Plaça d'André Malraux","0001","0001"
"700207","04535","Pl","Pl Castelao","Plaça de Castelao","0001","0002"
"170102","01937","C","Josep Yxart","Carrer de Josep Yxart","0001","0007"
"091006","01019","C","Còrdova","Carrer de Còrdova","0001","0006"
"298106","03361","C","Sant Casimir","Carrer de Sant Casimir","0001","0006"
"701858","06191","Pl","Pl Pedreres Can Ba","Plaça de les Pedreres de Can Baró","0001","0001"
"020008","00226","C","Arc del Mercat","Carrer de l'Arc del Mercat","0009","0013"
"701964","06297","Pl","Pl Can Climent","Plaça de Can Climent","0001","0003"
"700870","05194","Jard","Jard W Benjamin","Jardins de Walter Benjamin","",""
"701654","05985","Jard","Jard Santa Rosalia","Jardins de Santa Rosalia","",""
"701365","05692","Jard","Jard Baluard","Jardins del Baluard","",""
"701325","05652","Jard","Jard C Cerdà","Jardins de Clotilde Cerdà","",""
"176608","02013","C","Larrard","Carrer de Larrard","0001","0070"
"313108","03515","C","Santa Carolina","Carrer de Santa Carolina","0001","0097"
"279600","03166","Av","Av Repúb Argentina","Avinguda de la República Argentina","0001","0283"
"230601","02602","C","Mare Déu de Port","Carrer de la Mare de Déu de Port","0001","0415"
"353408","03984","C","Vallirana","Carrer de Vallirana","0001","0094"
"198101","02241","C","Marmellà","Carrer de Marmellà","0001","0031"
"322302","03616","C","Segura","Carrer del Segura","0001","0036"
"107300","01213","C","Eduardo Conde","Carrer d'Eduardo Conde","0001","0052"
"178308","02028","C","Lepant","Carrer de Lepant","0121","0440"
"100173","01124","Dav","Dav Gallecs","Davallada de Gallecs","0001","0010"
"194359","02199","C","Maracaibo","Carrer de Maracaibo","0001","0038"
"101100","01136","C","Dr Balari i Jovany","Carrer del Doctor Balari i Jovany","0001","0047"
"271802","03082","C","Psima Concepció","Carrer de la Puríssima Concepció","0001","0028"
"171400","01953","C","Joan d'Àustria","Carrer de Joan d'Àustria","0039","0130"
"070709","00789","C","Enric Casanovas","Carrer d'Enric Casanovas","0001","0098"
"017808","00203","C","Antoni Costa","Carrer d'Antoni Costa","0001","0034"
"210706","02381","Ptge","Ptge Mig del Turó","Passatge del Mig del Turó","0019","0032"
"214605","02425","C","Molí","Carrer del Molí","0001","0116"
"161702","01828","Ptge","Ptge Indústria C","Passatge de la Indústria lletra C","0001","0011"
"208307","02354","Pl","Pl Mercadal","Plaça del Mercadal","0001","0041"
"315500","03540","Pg","Pg Santa Eulàlia","Passeig de Santa Eulàlia","0001","0025"
"183603","02081","C","Llacuna","Carrer de la Llacuna","0001","0176"
"040800","00453","C","Bernat Bransi","Carrer de Bernat Bransi","0001","0062"
"276307","03133","C","Recesvint","Carrer de Recesvint","0001","0040"
"290840","03286","Av","Av Rossinyols","Avinguda dels Rossinyols","0001","0023"
"227800","02569","C","Nicaragua","Carrer de Nicaragua","0001","0157"
"217002","02449","Av","Av Montanyans","Avinguda dels Montanyans","0001","0050"
"326052","03662","C","Torroella Montgrí","Carrer de Torroella de Montgrí","0001","0025"
"101405","01139","C","Doctor Carulla","Carrer del Doctor Carulla","0001","0078"
"700680","05009","C","Saint Louis","Carrer de Saint Louis","0002","0020"
"331100","03719","C","Tarba","Carrer de Tarba","0001","0012"
"321300","03605","Ptge","Ptge Saumell","Passatge de Saumell","0001","0020"
"029400","00328","C","Avinyó","Carrer d'Avinyó","0001","0060"
"077504","00871","C","Cervelló","Carrer de Cervelló","0001","0006"
"012702","00136","C","Alumini","Carrer de l'Alumini","0001","0082"
"109509","01243","Pas","Pas Encarnació","Pas de l'Encarnació","0001","0015"
"343404","03857","C","Tramuntana","Carrer de la Tramuntana","0001","0053"
"230500","02601","C","Coves d'en Cimany","Carrer de les Coves d'en Cimany","0001","0061"
"167800","01912","C","Joaquim Molins","Carrer de Joaquim Molins","0001","0016"
"359109","04051","Pg","Pg Lluís Companys","Passeig de Lluís Companys","0001","0025"
"542499","04330","Moll","Moll Inflamables","Moll d'Inflamables","",""
"700205","04533","Pl","Pl Peixos","Plaça dels Peixos","0001","0006"
"332204","03730","C","Tavern","Carrer de Tavern","0001","0082"
"323600","03631","C","Serra Xic","Carrer d'en Serra Xic","0001","0011"
"217603","02456","Plta","Plta Montcada","Placeta de Montcada","0001","0014"
"016601","00183","Pl","Pl Àngels","Plaça dels Àngels","0001","0008"
"336103","03775","C","Tiradors","Carrer dels Tiradors","0001","0011"
"074801","00835","Av","Av Catedral","Avinguda de la Catedral","0001","0009"
"700828","05153","C","Pare Mariana","Carrer del Pare Mariana","0001","0024"
"169307","01928","C","Josep Anselm Clavé","Carrer de Josep Anselm Clavé","0001","0031"
"106500","01202","C","Francesc Pujols","Carrer de Francesc Pujols","0001","0007"
"321900","03612","C","Segòvia","Carrer de Segòvia","0001","0008"
"012509","00133","C","Altafulla","Carrer d'Altafulla","0001","0008"
"197109","02230","Ptge","Ptge Marimon","Passatge de Marimon","0001","0027"
"087100","00978","C","Comte de Güell","Carrer del Comte de Güell","0003","0061"
"287755","03253","C","Romeu","Carrer del Romeu","0001","0002"
"129743","01480","Ptge","Ptge Font del Mont","Passatge de la Font del Mont","0001","0075"
"700084","04426","C","Beltrán i Rózpide","Carrer de Beltrán i Rózpide","0001","0009"
"054407","00596","C","Caire","Carrer del Caire","0001","0014"
"167505","01908","Pl","Pl Joanic","Plaça d'en Joanic","0001","0007"
"058907","00659","C","Canaan","Carrer de Canaan","0001","0006"
"203609","02306","Ptge","Ptge Massaguer","Passatge de Massaguer","0001","0014"
"701327","05654","C","Ferran Turné","Carrer de Ferran Turné","0001","0020"
"146607","01663","C","Gitanilla","Carrer de la Gitanilla","0001","0006"
"701199","05526","Rbla","Rbla Mar","Rambla de Mar","",""
"701202","05529","Ptge","Ptge Aral","Passatge d'Aral","0001","0011"
"006404","00064","Pl","Pl Alc Baró Viver","Plaça de l'Alcalde Baró de Viver","0001","0001"
"701912","06245","C","Montserrat Avilés ","Carrer de Montserrat Avilés Vila","0001","0011"
"087600","00983","Pl","Pl Comte de Sert","Plaça del Comte de Sert","0001","0001"
"700071","04414","Gru","Gru Vivend Cantun","Grup Vivendes Cantunis","",""
"701575","05906","Jard","Jard Beatriu Prove","Jardins de Beatriu de Provença","",""
"701622","05953","Jard","Jard M M Almendros","Jardins de Maria Matilde Almendros","",""
"022808","00256","C","Argentera","Carrer de l'Argentera","0001","0024"
"094900","01063","C","Simancas","Carrer de Simancas","0001","0122"
"148307","01681","Pg","Pg Gràcia","Passeig de Gràcia","0001","0132"
"069302","00769","Pg","Pg Cantunis","Passeig de Cantunis","0001","0123"
"173905","01978","C","Jocs Florals","Carrer dels Jocs Florals","0001","0190"
"362001","04082","C","Vilamarí","Carrer de Vilamarí","0001","0146"
"000306","00004","C","Abat Odó","Carrer de l'Abat Odó","0001","0089"
"330606","03714","T","T Tapioles","Torrent de Tapioles","0001","0027"
"347303","03899","C","Trueba","Carrer de Trueba","0001","0051"
"222104","02513","C","Mossèn Vives","Carrer de Mossèn Vives","0001","0035"
"161600","01827","Ptge","Ptge Lluïsa Vidal","Passatge de Lluïsa Vidal","0001","0016"
"010503","00110","C","Almeria","Carrer d'Almeria","0001","0057"
"273400","03101","C","Radas","Carrer de Radas","0001","0085"
"701375","05702","Pl","Pl Ovidi Montllor","Plaça d'Ovidi Montllor","0001","0006"
"170758","01945","C","Josep Soldevila","Carrer de Josep Soldevila","0001","0078"
"123805","01422","C","Ferran Puig","Carrer de Ferran Puig","0001","0097"
"177305","02020","C","Lleialtat","Carrer de la Lleialtat","0001","0024"
"072409","00807","C","Castellbell","Carrer de Castellbell","0001","0040"
"701265","05592","Rda","Rda Litoral(Besòs)","Ronda Litoral (Besòs)","",""
"700133","04471","C","Transversal 5","Carrer Transversal 5","0001","0088"
"273706","03103","C","Rafael Batlle","Carrer de Rafael Batlle","0001","0030"
"009457","00098","C","Alighieri","Carrer d'Alighieri","0001","0017"
"226502","02555","C","Navata","Carrer de Navata","0001","0035"
"106861","01206","C","E Zona Franca","Carrer E Zona Franca","0001","0060"
"700782","05108","C","Aurora Bertrana","Carrer d'Aurora Bertrana","0001","0014"
"104607","01182","C","Domínguez Miralles","Carrer de Domínguez i Miralles","0001","0040"
"701226","05553","Pl","Pl Belianes","Plaça de Belianes","0001","0001"
"701353","05680","C","Josep M. Lladó","Carrer de Josep M. Lladó","0001","0014"
"366909","04134","Ctra","Ctra Vista-rica","Carretera de Vista-rica","0001","0065"
"154809","01754","C","Hernán Cortés","Carrer d'Hernán Cortés","0001","0023"
"700950","05274","Pl","Pl T Bacchio","Plaça de Theolongo Bacchio","0001","0001"
"026900","00297","C","Ases","Carrer dels Ases","0001","0016"
"176914","02017","C","Labèrnia","Carrer de Labèrnia","0001","0029"
"051409","00564","Pl","Pl Bonsuccés","Plaça del Bonsuccés","0001","0008"
"197801","02238","C","Mariners","Carrer dels Mariners","0001","0022"
"701152","05478","Pl","Pl J Xirau Palau","Plaça de Joaquim Xirau i Palau","0001","0008"
"325606","03651","C","Sils","Carrer de Sils","0001","0010"
"062303","00694","C","Capellans","Carrer dels Capellans","0001","0026"
"263203","02987","C","Portadores","Carrer de les Portadores","0001","0008"
"027109","00301","C","Drassana","Carrer de la Drassana","0001","0012"
"190405","02159","C","Malcuinat","Carrer del Malcuinat","0001","0004"
"545497","04347","Moll","Moll Sant Bertran","Moll de Sant Bertran","0001","0001"
"148103","01678","C","Goya","Carrer de Goya","0001","0020"
"151301","01716","C","Gualbes","Carrer de Gualbes","0001","0006"
"701335","05662","C","Tarongers","Carrer dels Tarongers","0001","0018"
"700701","05029","C","Doctor Font i Quer","Carrer del Doctor Font i Quer","0001","0021"
"070050","00782","Ptge","Ptge Casablanca","Passatge de la Casablanca","0001","0001"
"125108","01436","C","Figueres","Carrer de Figueres","0001","0008"
"032051","00361","C","Baldiri Reixac","Carrer de Baldiri Reixac","0001","0021"
"111486","01268","Esc","Esc Gatosa","Escales de la Gatosa","0001","0035"
"223300","02523","C","Munné","Carrer de Munné","0001","0017"
"098300","01106","C","Josep M. Sert","Carrer de Josep M. Sert","0023","0117"
"336806","03782","Rier","Rier Can Toda","Riera de Can Toda","0001","0042"
"700715","05043","Pl","Pl A Badia i Mur","Plaça d'Albert Badia i Mur","0001","0001"
"044301","00493","C","Bolívar","Carrer de Bolívar","0001","0054"
"120206","01382","Ptge","Ptge Farigola","Passatge de la Farigola","0005","0005"
"170500","01941","Pl","Pl J. Folch Torres","Plaça de Josep M. Folch i Torres","0001","0001"
"700825","05150","C","Granja Vella","Carrer de la Granja Vella","0001","0023"
"036904","00411","Pl","Pl Beates","Plaça de les Beates","0001","0004"
"058612","00649","C","Can Clos","Carrer de Can Clos","0001","0011"
"225306","02543","C","Nau Santa Maria","Carrer de la Nau Santa Maria","0001","0010"
"701070","05395","Pl","Pl J Sánchez Ríos","Plaça de José Sánchez Ríos","0001","0003"
"700788","05114","Nus","Nus Trinitat","Nus de la Trinitat","0001","0001"
"700100","04441","Est","Est Renfe S Andreu","Estació Renfe Sant Andreu Arenal","",""
"117904","01353","Pl","Pl Eucaliptus","Plaça dels Eucaliptus","0001","0005"
"701530","05860","Pl","Pl Colors","Plaça dels Colors","0001","0001"
"701852","06185","C","Micaela Chalmeta","Carrer de Micaela Chalmeta","0001","0012"
"701301","05628","Pl","Pl St J Abadesses","Plaça de Sant Joan de les Abadesses","0001","0001"
"701330","05657","Pl","Pl Font del Roure","Plaça de la Font del Roure","0001","0001"
"701426","05754","Jard","Jard Doctor Robert","Jardins del Doctor Robert","",""
"701712","06044","Jard","Jard Leono Serrano","Jardins de Leonor Serrano","",""
"701880","06213","Jard","Jard M Carbonell","Jardins de Maria Carbonell i Mumbrú","",""
"701524","05854","C","Port de Haifa","Carrer del Port de Haifa","0001","0015"
"701534","05864","Jard","Jard Elena Maseras","Jardins d'Elena Maseras","",""
"166579","01889","Jard","Jard Can Mantega","Jardins de Can Mantega","",""
"221258","02498","Jard","Jard Moragas","Jardins de Moragas","",""
"059706","00667","Ptge","Ptge Canet","Passatge de Canet","0001","0016"
"314177","03526","Parc","Parc Sta Creu Olor","Parc Forestal de Santa Creu d'Olorda","",""
"343506","03858","Pl","Pl Transvaal","Plaça del Transvaal","",""
"701772","06104","Pont","Pont 31C","Pont 31C","",""
"027404","00305","Drec","Drec Vallvidrera","Drecera de Vallvidrera","0001","0058"
"700958","05282","C","Antàrtic","Carrer de l'Antàrtic","0001","0019"
"358004","04038","C","Vesuvi","Carrer del Vesuvi","0001","0047"
"144306","01641","C","Pi i Margall","Carrer de Pi i Margall","0001","0122"
"263407","02989","C","Portbou","Carrer de Portbou","0001","0056"
"131100","01496","C","Foradada","Carrer de la Foradada","0001","0108"
"285501","03231","C","Roca i Batlle","Carrer de Roca i Batlle","0001","0037"
"228009","02571","C","Nil","Carrer del Nil","0001","0040"
"241506","02725","C","Palau-solità","Carrer de Palau-solità","0001","0084"
"324807","03642","C","Sevilla","Carrer de Sevilla","0001","0084"
"200305","02265","C","Mqsa de Vilallonga","Carrer de la Marquesa de Vilallonga","0001","0062"
"056209","00617","C","Canvis Nous","Carrer dels Canvis Nous","0001","0015"
"305201","03436","Pg","Pg Sant Joan Bosco","Passeig de Sant Joan Bosco","0001","0074"
"230408","02600","C","Mare Déu Neus","Carrer de la Mare de Déu de les Neus","0001","0072"
"701518","05847","C","Port de Rotterdam","Carrer del Port de Rotterdam","0001","0011"
"111908","01275","Av","Av Escolapi Càncer","Avinguda d'Escolapi Càncer","0001","0198"
"073139","00815","Pg","Pg Vimetera","Passeig de la Vimetera","0001","0064"
"179901","02044","C","Lisboa","Carrer de Lisboa","0001","0148"
"313301","03516","C","Santa Caterina","Carrer de Santa Caterina","0001","0074"
"285002","03226","C","Sabino Arana","Carrer de Sabino Arana","0001","0060"
"272601","03092","C","Química","Carrer de la Química","0001","0018"
"108302","01225","Av","Av Elies Pagès","Avinguda d'Elies Pagès","0001","0071"
"204703","02315","C","Matagalls","Carrer del Matagalls","0001","0016"
"360902","04071","Ptge","Ptge Vila i Rosell","Passatge de Vila i Rosell","0001","0016"
"059400","00664","C","Candeles","Carrer de les Candeles","0001","0011"
"017706","00202","C","Antoni de Capmany","Carrer d'Antoni de Capmany","0001","0091"
"267000","03024","Av","Av Riera Cassoles","Avinguda de la Riera de Cassoles","0001","0069"
"700677","05006","C","Estocolm","Carrer d'Estocolm","0001","0017"
"150900","01712","C","Guadalajara","Carrer de Guadalajara","0001","0007"
"261037","02957","C","Poeta","Carrer del Poeta","0001","0010"
"700067","04410","Gru","Gru Mare Déu Mercè","Grup Mare de Déu de la Mercè","",""
"119105","01370","C","Fàbrica","Carrer de la Fàbrica","0001","0009"
"340009","03819","C","Torre Vélez","Carrer de la Torre Vélez","0001","0042"
"081308","00918","Pg","Pg Claudi Güell","Passeig de Claudi Güell","0001","0024"
"701485","05814","C","Transversal 4","Carrer Transversal 4","0001","0042"
"146800","01665","Bda","Bda Glòria","Baixada de la Glòria","0001","0047"
"124105","01425","C","F Valls i Taberner","Carrer de Ferran Valls i Taberner","0001","0020"
"000408","00005","C","Abat Samsó","Carrer de l'Abat Samsó","0001","0023"
"351300","03951","C","Valladolid","Carrer de Valladolid","0001","0054"
"254202","02878","Pl","Pl Pes de la Palla","Plaça del Pes de la Palla","0001","0005"
"106602","01203","C","Duquessa d'Orleans","Carrer de la Duquessa d'Orleans","0001","0060"
